Nd,Nmfe,Nw,absolute_frobenius_error,backend_mode,cache_status,dt,krylov_dimension,log_path,max_abs_entry_error,metadata_path,npz_path,plot,random_seed,ratio_nmfe_over_nw,reference_frobenius_norm,relative_frobenius_error,sipc,total_shots_per_correlation,uqk_mode
64,100,100,0.10665953255459232,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_64_Nk_10000_R_1p0_Nmfe_100_Nw_100_seed_250643.log,0.06197863063021727,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_64_Nk_10000_R_1p0_Nmfe_100_Nw_100_seed_250643_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_64_Nk_10000_R_1p0_Nmfe_100_Nw_100_seed_250643_uqk_overlap_matrix.npz,plot2,250643,1.0,3.9980734989604616,0.026677731808163317,100,10000,stochastic
1,10000,10,1.4261680612013357,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_1_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250644.log,0.5852437500535106,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_1_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250644_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_1_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250644_uqk_overlap_matrix.npz,plot2,250644,1000.0,3.9980734989604616,0.3567138176854811,10,100000,stochastic
2,10000,10,0.729228173476042,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_2_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250645.log,0.2825855289514955,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_2_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250645_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_2_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250645_uqk_overlap_matrix.npz,plot2,250645,1000.0,3.9980734989604616,0.1823948893549977,10,100000,stochastic
4,10000,10,0.4437894693530339,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_4_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250646.log,0.25485126685371595,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_4_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250646_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_4_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250646_uqk_overlap_matrix.npz,plot2,250646,1000.0,3.9980734989604616,0.11100082814095928,10,100000,stochastic
8,10000,10,0.28599909319410144,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_8_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250647.log,0.17427525183907489,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_8_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250647_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_8_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250647_uqk_overlap_matrix.npz,plot2,250647,1000.0,3.9980734989604616,0.07153422598870782,10,100000,stochastic
16,10000,10,0.28897026330318837,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_16_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250648.log,0.20029220900575437,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_16_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250648_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_16_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250648_uqk_overlap_matrix.npz,plot2,250648,1000.0,3.9980734989604616,0.07227737643600686,10,100000,stochastic
32,10000,10,0.2699256898767009,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_32_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250649.log,0.13976839394210863,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_32_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250649_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_32_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250649_uqk_overlap_matrix.npz,plot2,250649,1000.0,3.9980734989604616,0.06751393888753777,10,100000,stochastic
64,10000,10,0.23342646443068796,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_64_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250650.log,0.11437759505610091,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_64_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250650_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_64_Nk_100000_R_1000p0_Nmfe_10000_Nw_10_seed_250650_uqk_overlap_matrix.npz,plot2,250650,1000.0,3.9980734989604616,0.05838473567116291,10,100000,stochastic
1,2000,50,1.2183563483764737,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_1_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250651.log,0.6435095241848289,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_1_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250651_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_1_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250651_uqk_overlap_matrix.npz,plot2,250651,40.0,3.9980734989604616,0.3047358555797582,50,100000,stochastic
2,2000,50,0.7453674388073942,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_2_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250652.log,0.412353491068255,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_2_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250652_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_2_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250652_uqk_overlap_matrix.npz,plot2,250652,40.0,3.9980734989604616,0.1864316498936793,50,100000,stochastic
4,2000,50,0.27984925395182,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_4_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250653.log,0.16010958900984706,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_4_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250653_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_4_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250653_uqk_overlap_matrix.npz,plot2,250653,40.0,3.9980734989604616,0.06999602534185115,50,100000,stochastic
8,2000,50,0.21306658470359283,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_8_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250654.log,0.13640510860357202,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_8_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250654_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_8_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250654_uqk_overlap_matrix.npz,plot2,250654,40.0,3.9980734989604616,0.05329231310004487,50,100000,stochastic
16,2000,50,0.12136536543937532,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_16_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250655.log,0.06787826602554033,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_16_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250655_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_16_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250655_uqk_overlap_matrix.npz,plot2,250655,40.0,3.9980734989604616,0.030355961557718112,50,100000,stochastic
32,2000,50,0.10963828321165899,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_32_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250656.log,0.06972633769510038,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_32_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250656_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_32_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250656_uqk_overlap_matrix.npz,plot2,250656,40.0,3.9980734989604616,0.02742277830564296,50,100000,stochastic
64,2000,50,0.07692356147618545,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_64_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250657.log,0.03806135158167299,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_64_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250657_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_64_Nk_100000_R_40p0_Nmfe_2000_Nw_50_seed_250657_uqk_overlap_matrix.npz,plot2,250657,40.0,3.9980734989604616,0.01924015691462059,50,100000,stochastic
1,1000,100,1.1156346861845203,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_1_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250658.log,0.53213944360453,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_1_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250658_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_1_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250658_uqk_overlap_matrix.npz,plot2,250658,10.0,3.9980734989604616,0.2790430657351838,100,100000,stochastic
2,1000,100,0.6556829703353895,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_2_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250659.log,0.3599256760496753,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_2_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250659_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_2_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250659_uqk_overlap_matrix.npz,plot2,250659,10.0,3.9980734989604616,0.16399972899594603,100,100000,stochastic
4,1000,100,0.32481305409449923,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_4_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250660.log,0.19056617854547817,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_4_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250660_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_4_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250660_uqk_overlap_matrix.npz,plot2,250660,10.0,3.9980734989604616,0.08124239191174294,100,100000,stochastic
8,1000,100,0.2320458448577662,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_8_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250661.log,0.12209574732232681,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_8_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250661_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_8_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250661_uqk_overlap_matrix.npz,plot2,250661,10.0,3.9980734989604616,0.05803941446251561,100,100000,stochastic
16,1000,100,0.11250442247935939,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_16_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250662.log,0.06299330041263392,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_16_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250662_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_16_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250662_uqk_overlap_matrix.npz,plot2,250662,10.0,3.9980734989604616,0.028139658390125055,100,100000,stochastic
32,1000,100,0.09895783677980541,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_32_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250663.log,0.04597257153626756,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_32_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250663_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_32_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250663_uqk_overlap_matrix.npz,plot2,250663,10.0,3.9980734989604616,0.024751380084817205,100,100000,stochastic
64,1000,100,0.10411976114161794,local_noiseless_statevector,generated,0.1,4,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/logs/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_64_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250664.log,0.04896535938380648,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_64_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250664_uqk_overlap_matrix_metadata.json,/Users/nstair/Src/qforte-qiskit/notebooks/diatomic_h2_sto_3g/experiments/uqk_overlap_hyperparameters/results/plot2_stochastic_shot_budget/diatomic_h2_sto_3g_plot2_stochastic_backend_local_noiseless_statevector_M_4_dt_0p1_Nd_64_Nk_100000_R_10p0_Nmfe_1000_Nw_100_seed_250664_uqk_overlap_matrix.npz,plot2,250664,10.0,3.9980734989604616,0.02604248300304887,100,100000,stochastic
